[2026-09-13T15:31:22.757Z] GET http://127.0.0.1:5173/src/icons/visibility.svg?import&raw → 200 (19ms, 8489B)
[2026-09-13T15:31:22.757Z] GET http://127.0.0.1:5173/src/icons/web-stories.svg?import&raw → 200 (20ms, 4683B)
[2026-09-13T15:31:22.758Z] GET http://127.0.0.1:5173/src/components/bottom-sheet.js → 200 (19ms, 24404B)
[2026-09-13T15:31:22.763Z] GET http://127.0.0.1:5173/src/js/lookup-api.js → 200 (14ms, 9811B)
[2026-09-13T15:31:22.764Z] GET http://127.0.0.1:5173/src/js/phrasebook-api.js → 200 (13ms, 10028B)
[2026-09-13T15:31:22.926Z] GET https://fonts.gstatic.com/s/robotoflex/v30/NaNNepOXO_NexZs0b5QrzlOHb8wCikXpYqmZsWI-__OGbt8jZktqc2V3Zs0KvDLdBP8SBZtOs2IifRuUZQMsPJtUsR4DEK6cULNeUx9XgTnH37Ha_FIAp4Fm0PP1hw45DntW2x0wZGzhPmr1YNMYKYn9_1IQXGwJAiUJVUMdN5YUW4O8HtSoXjC79QRyaLshNDUf3e0O-gn5rrZCu20YNau4OPFu02G5.woff2 → 200 (165ms, 85150B)
[2026-09-13T15:34:10.694Z] GET https://fonts.gstatic.com/s/robotocondensed/v31/ieVl2ZhZI2eCN5jzbjEETS9weq8-19K7DQk6YvM.woff2 → 200 (40ms, 46215B)
[2026-09-13T15:40:32.289Z] POST http://localhost:8080/context → pending (?ms, ?B)
[2026-09-13T15:40:33.691Z] GET https://fonts.gstatic.com/s/manrope/v20/xn7gYHE41ni1AdIRggexSvfedN4.woff2 → 200 (66ms, 24605B)
[2026-09-13T15:44:06.545Z] POST http://localhost:8080/phrasebook → pending (?ms, ?B)
[2026-09-13T15:45:44.195Z] POST http://localhost:8080/phrasebook → pending (?ms, ?B)
[2026-09-13T15:45:48.768Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.111.woff2 → 200 (93ms, 17037B)
[2026-09-13T15:45:48.768Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.119.woff2 → pending (?ms, ?B)
[2026-09-13T15:45:48.768Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.104.woff2 → 200 (93ms, 17789B)
[2026-09-13T15:45:48.768Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.98.woff2 → pending (?ms, ?B)
[2026-09-13T15:45:48.769Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.116.woff2 → pending (?ms, ?B)
[2026-09-13T15:45:48.769Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.117.woff2 → pending (?ms, ?B)
[2026-09-13T15:45:48.769Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.89.woff2 → pending (?ms, ?B)
[2026-09-13T15:45:48.769Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.107.woff2 → pending (?ms, ?B)
[2026-09-13T15:45:48.769Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.105.woff2 → pending (?ms, ?B)
[2026-09-13T15:45:48.769Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.115.woff2 → pending (?ms, ?B)
[2026-09-13T15:45:48.769Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.97.woff2 → pending (?ms, ?B)
[2026-09-13T15:45:48.769Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.88.woff2 → pending (?ms, ?B)
[2026-09-13T15:45:48.769Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.112.woff2 → pending (?ms, ?B)
[2026-09-13T15:45:48.769Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.114.woff2 → pending (?ms, ?B)
[2026-09-13T15:45:48.769Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.103.woff2 → pending (?ms, ?B)
[2026-09-13T15:45:48.769Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.113.woff2 → pending (?ms, ?B)
